Security Code,Security Id,Security Name,Group,Face Value,ISIN No,Industry
539681,DAL,Dynamic Archistructures Ltd,XT,10,INE874E01012,Finance (including NBFCs)
539682,SESL,Sylph Education Solutions Ltd,M ,10,INE622Q01019,Education
539683,SHIVKAMAL,Shivkamal Impex Ltd,XT,10,INE429R01017,Finance (including NBFCs)
539686,KPEL,K.P. Energy Ltd,B ,10,INE127T01013,Electric Utilities
539692,IFINSER,Interactive Financial Services Ltd,XT,10,INE064T01018,Finance (including NBFCs)
539697,HILIKS,Hiliks Technologies Ltd,X ,10,INE966Q01010,Real Estate Investment
539724,HYPERSOFT,Hypersoft Technologies Ltd,X ,10,INE039D01014,IT Consulting & Software
539725,GOKULAGRO,Gokul Agro Resources Ltd,B ,2,INE314T01025,Edible Oils
539730,FREDUN,Fredun Pharmaceuticals Ltd,X ,10,INE194R01017,Pharmaceuticals
539742,SIMBHALS,Simbhaoli Sugars Ltd,B ,10,INE748T01016,Sugar
539760,RELICAB,Relicab Cable Manufacturing Ltd,M ,10,INE773T01014,Other Elect.Equip./ Prod.
539762,MODCL,Modern Converters Ltd,XT,10,INE250S01015,Other Agricultural Products
539770,DARJEELING,Darjeeling Ropeway Company Ltd,X ,10,INE830S01014,Other Financial Services
539773,ADVIKCA,Advik Capital Ltd,X ,1,INE178T01024,Finance (including NBFCs)
539784,LICNFNHGP,LIC MF Exchange Traded Fund- NIFTY 100,B ,10,INF767K01PC8, 
539785,PDMJEPAPER,Pudumjee Paper Products Ltd,B ,1,INE865T01018,Paper & Paper Products
539787,HCG,HealthCare Global Enterprises Ltd,B ,10,INE075I01017,Healthcare Facilities
539788,KDML,Khemani Distributors & Marketing Ltd,M ,5,INE030U01025,Distributors
539798,UMIYA,Umiya Tubes Ltd,B ,10,INE173U01015,Iron & Steel Products
539799,BHARATWIRE,Bharat Wire Ropes Ltd,B ,10,INE316L01019,Iron & Steel Products
539800,CHDCHEM,CHD Chemicals Ltd,T ,10,INE043U01010,Comm.Trading  & Distribution
539807,INFIBEAM,Infibeam Avenues Ltd,A ,1,INE483S01020,Internet Software & Services
539814,RADHEY,Radhey Trade Holding Ltd,X ,10,INE204S01012,Comm.Trading  & Distribution
539819,MUDRA,Mudra Financial Services Ltd,X ,10,INE967S01014,Other Financial Services
539833,SICLTD,Shivom Investment & Consultancy Ltd,X ,10,INE074G01014,Finance (including NBFCs)
539834,BALGOPAL,Balgopal Commercial Ltd,XT,10,INE119R01014,Comm.Trading  & Distribution
539835,SUPERIOR,Superior Finlease Ltd,XT,10,INE574R01010,Finance (including NBFCs)
539837,RPEL,Raghav Productivity Enhancers Ltd,T ,10,INE912T01018,Other Industrial Goods
539839,FRANKLIN,Franklin Leasing and Finance Ltd,M ,10,INE399S01010,Finance (including NBFCs)
539841,LANCER,Lancer Container Lines Ltd,B ,10,INE359U01010,Transportation - Logistics
539843,NINSYS,NINtec Systems Ltd,M ,10,INE395U01014,IT Consulting & Software
539844,EQUITAS,Equitas Holdings Ltd,A ,10,INE988K01017,Holding Companies
539854,HALDER,Halder Venture Ltd,X ,10,INE115S01010,Other Agricultural Products
539861,SKIL,SKIL Infrastructure Ltd,T ,10,INE429F01012,Construction & Engineering
539871,THYROCARE,Thyrocare Technologies Ltd,A ,10,INE594H01019,Healthcare Services
539872,BAJAJHCARE,Bajaj Healthcare Ltd,B ,10,INE411U01019,Pharmaceuticals
539874,UJJIVAN,Ujjivan Financial Services Ltd,A ,10,INE334L01012,Finance (including NBFCs)
539875,RSDFIN,RSD Finance Ltd,X ,5,INE616F01022,Investment Companies
539876,CROMPTON,Crompton Greaves Consumer Electricals Ltd,A ,2,INE299U01018,Household Appliances
539883,PILANIINVS,Pilani Investment and Industries Corporation Ltd,B ,10,INE417C01014,Holding Companies
539884,DARSHANORNA,Darshan Orna Ltd,B ,10,INE671T01010,Other Apparels & Accessories
539889,PARAGMILK,Parag Milk Foods Ltd,A ,10,INE883N01014,Packaged Foods
539894,MADHAVIPL,Madhav Infra Projects Ltd,X ,1,INE631R01026,Construction & Engineering
539895,SAGL,Shalimar Agencies Ltd,X ,10,INE631E01016,Other Financial Services
539909,LATENT,Latent Light Finance Ltd,XT,10,INE515K01018,Finance (including NBFCs)
539910,KOCL,Kome-On Communication Ltd,X ,10,INE833C01012,Movies & Entertainment
539911,SNIM,Svarnim Trade Udyog Ltd,XT,1,INE730R01034,Comm.Trading  & Distribution
539917,NAGARFERT,Nagarjuna Fertilizers and Chemicals Ltd,B ,1,INE454M01024,Fertilizers
539921,SEIL,Shanti Educational Initiatives Ltd,T ,10,INE440T01010,Education
539922,RGIL,Rotographics (India) Ltd,X ,10,INE364S01014,Comm.Trading  & Distribution
539927,LIKHAMI,Likhami Consulting Ltd,XT,10,INE920T01011,Consulting Services
539938,MIL,Medico Intercontinental Ltd,XT,10,INE858Q01019,Other Financial Services
539939,YASHCHEM,Yash Chemex Ltd,B ,10,INE571U01010,Specialty Chemicals
539940,MAXVIL,Max Ventures and Industries Ltd,B ,10,INE154U01015,Holding Companies
539945,ICICINV20,ICICI Prudential NV20 ETF,B ,10,INF109KB1WY5, 
539946,BAZELINTER,Bazel International Ltd,XT,10,INE217E01014,Finance (including NBFCs)
539947,JLL,Jindal Leasefin Ltd,XT,10,INE919T01013,Investment Companies
539956,TAALENT,TAAL Enterprises Ltd,X ,10,INE524T01011,Airlines
539957,MGL,Mahanagar Gas Ltd,A ,10,INE002S01010,Utilities:Non-Elec.
539963,ZEAL,Zeal Aqua Ltd,B ,10,INE819S01017,Other Food Products
539978,QUESS,Quess Corp Ltd,A ,10,INE615P01015,Diversified
539979,DIGJAMLTD,Digjam Ltd,Z ,10,INE731U01010,Textiles
539980,ICICIMCAP,ICICI Prudential Midcap Select ETF,B ,10,INF109KB1XT3, 
539981,MAXINDIA,Max India Ltd,A ,2,INE153U01017,Holding Companies
539982,ASYL,Advance Syntex Ltd,T ,10,INE184U01012,Containers & Packaging
539984,HUIL,Hindusthan Urban Infrastructure Ltd,X ,10,INE799B01017,Electronic Components
539985,TITAANIUM,Titaanium Ten Enterprise Ltd,M ,10,INE120V01014,Textiles
539986,COMSYN,Commercial Syn Bags Ltd,B ,10,INE073V01015,Containers & Packaging
539991,CFEL,Confidence Futuristic Energetech Ltd,XT,10,INE700F01016,Comm.Trading  & Distribution
539992,LLOYDSTEEL,Lloyds Steels Industries Ltd,B ,1,INE093R01011,Industrial Machinery
539997,KPL,Kwality Pharmaceuticals Ltd,M ,10,INE552U01010,Pharmaceuticals
540005,LTI,Larsen & Toubro Infotech Ltd,A ,1,INE214T01019,IT Consulting & Software
540006,EASTWEST,East West Holdings Ltd,X ,10,INE595R01015,Transportation - Logistics
540008,BSLSENETFG,BIRLA SUN LIFE SENSEX ETF,B ,10,INF209KB1119, 
540023,COLORCHIPS,Colorchips New Media Ltd,X ,10,INE621I01026,Broadcasting & Cable TV
540024,ASHARI,Ashari Agencies Ltd,X ,10,INE361S01010,Other Financial Services
540025,ADVENZYMES,Advanced Enzyme Technologies Ltd,A ,2,INE837H01020,Other Agricultural Products
540026,LAHL,Ladam Affordable Housing Ltd,XT,5,INE213U01019,Realty
540027,PTIL,Prabhat Technologies (India) Ltd,T ,10,INE171P01019,Specialty Retail
540047,DBL,Dilip Buildcon Ltd,A ,10,INE917M01012,Roads & Highways
540048,SPAL,S.P. Apparels Ltd,B ,10,INE212I01016,Other Apparels & Accessories
540061,BIGBLOC,Bigbloc Construction Ltd,B ,10,INE412U01017,Cement & Cement Products
540062,GOLDENCREST,Golden Crest Education & Services Ltd,X ,10,INE222U01010,Education
540064,FRETAIL,Future Retail Ltd,A ,2,INE752P01024,Department Stores
540065,RBLBANK,RBL Bank Ltd,A ,10,INE976G01028,Banks
540066,AMS,AMS Polymers Ltd,XT,10,INE345U01019,Specialty Chemicals
540072,SHIVAEXPO,Shiva Granito Export Ltd,M ,10,INE191V01015,Construction Materials
540073,BLS,BLS International Services Ltd,B ,1,INE153T01027,Travel Support Services
540078,MITSU,Mitsu Chem Plast Ltd,B ,10,INE317V01016,Containers & Packaging
540079,SPRAYKING,Sprayking Agro Equipment Ltd,M ,10,INE537U01011,Other Industrial Products
540080,NARAYANI,Narayani Steels Ltd,T ,10,INE715T01015,Iron & Steel/Interm.Products
540081,GOVNOW,SAB Events & Governance Now Media Ltd,T ,10,INE860T01019,Publishing
540082,RSTL,Riddhi Steel and Tube Ltd,M ,10,INE367U01013,Iron & Steel Products
540083,TVVISION,TV Vision Ltd,B ,10,INE871L01013,Broadcasting & Cable TV
540084,SPICY,Spicy Entertainment and Media Ltd,M ,10,INE592O01019,Movies & Entertainment
540097,VISCO,Visco Trade Associates Ltd,X ,10,INE890S01018,Other Financial Services
540108,TAHL,Tiaan Ayurvedic & Herbs Ltd,X ,10,INE864T01011,Other Financial Services
540115,LTTS,L&T Technology Services Ltd,A ,2,INE010V01017,Internet Software & Services
540124,GNA,G N A Axles Ltd,B ,10,INE934S01014,Auto Parts & Equipment
540125,RADHIKAJWE,Radhika Jeweltech Ltd,M ,10,INE583V01013,Other Apparels & Accessories
540132,SIIL,Sabrimala Industries India Ltd,X ,10,INE400R01018,Comm.Trading  & Distribution
540133,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,A ,10,INE726G01019,Life Insurance
540134,IISL,Ishaan Infrastructures and Shelters Ltd,X ,10,INE818R01011,Construction & Engineering
540135,ARCFIN,ARC Finance Ltd,X ,10,INE202R01018,Other Financial Services
540136,HPL,HPL Electric & Power Ltd,B ,10,INE495S01016,Heavy Electrical Equipment
540143,SAGARSOFT,Sagarsoft (India) Ltd,X ,10,INE184B01012,IT Consulting & Software
540144,DRA,DRA Consultants Ltd,M ,10,INE746V01016,Consulting Services
540145,VALIANTORG,Valiant Organics Ltd,M ,10,INE565V01010,Pharmaceuticals
540146,ACML,Aditya Consumer Marketing Ltd,M ,10,INE427V01013,Distributors
540147,SHASHIJIT,Shashijit Infraprojects Ltd,B ,10,INE700V01013,Construction & Engineering
540148,BINDALEXPO,Bindal Exports Ltd,M ,10,INE564V01013,Other Apparels & Accessories
540150,MHEL,Mewar Hi-Tech Engineering Ltd,M ,10,INE957U01011,Construction & Engineering
540151,DIKSAT,Diksat Transworld Ltd,M ,10,INE942P01013,Movies & Entertainment
540152,IGRL,India Green Reality Ltd,M ,10,INE373V01019,Realty
540153,ENDURANCE,Endurance Technologies Ltd,A ,10,INE913H01037,Auto Parts & Equipment
540154,IDFSENSEXE,IDFC SENSEX ETF,B ,10,INF194KA1T91, 
540159,PURPLE,Purple Entertainment Ltd,X ,10,INE905R01016,Movies & Entertainment
540168,SUPRAP,Supra Pacific Management Consultancy Ltd,X ,10,INE268T01015,Finance (including NBFCs)
540173,PNBHOUSING,PNB Housing Finance Ltd,A ,10,INE572E01012,Housing Finance 
540174,SOUTHERNIN,Southern Infosys Ltd,XT,10,INE298B01010,IT Consulting & Software
540175,REGENCY,Regency Investments Ltd,X ,10,INE964R01013,Other Financial Services
540180,VBL,Varun Beverages Ltd,A ,10,INE200M01013,Non-alcoholic Beverages
540181,SALEM,Salem Erode Investments Ltd,XT,1,INE894E01028,Finance (including NBFCs)
540190,FRANKLININD,Franklin Industries Ltd,X ,10,INE789R01014,Comm.Trading  & Distribution
540192,LKPSEC,LKP Securities Ltd,X ,2,INE341H01023,Other Financial Services
540198,OSIAJEE,Osiajee Texfab Ltd,X ,10,INE186R01013,Textiles
540199,CMBL,Corporate Merchant Bankers Ltd,XT,10,INE850R01014,Other Financial Services
540203,SFL,Sheela Foam Ltd,A ,5,INE916U01025,Furniture-Furnishing-Paints
540204,NIDL,Narendra Investments (Delhi) Ltd,XT,10,INE666Q01016,Consulting Services
540205,AVL,Aditya Vision Ltd,M ,10,INE679V01019,Comm.Trading  & Distribution
540210,TMRVL,The Mandhana Retail Ventures Ltd,B ,10,INE759V01019,Specialty Retail
540211,SIFL,Sparkling (India) Finshares Ltd,XT,10,INE181T01010,Finance (including NBFCs)
540212,TCIEXP,TCI Express Ltd,A ,2,INE586V01016,Transportation - Logistics
540221,SHASHANK,Shashank Traders Ltd,X ,10,INE508R01018,Comm.Trading  & Distribution
540222,LAURUSLABS,Laurus Labs Ltd,A ,10,INE947Q01010,Pharmaceuticals
540243,NEWLIGHT,New Light Apparels Ltd,XT,10,INE835U01019,Comm.Trading  & Distribution
540248,AXISE1D1D,AXIS EMERGING OPPORTUNITIES FUND-SERIES 1(1400 DAYS)DIRECT PLAN-DIVIDEND PAYOUT,B ,10,INF846K01YK5, 
540249,AXISE1DGG,AXIS EMERGING OPPORTUNITIES FUND-SERIES 1(1400 DAYS)DIRECT PLAN-GROWTH,B ,10,INF846K01YJ7, 
540250,AXISE1DPD,AXIS EMERGING OPPORTUNITIES FUND-SERIES 1(1400 DAYS) REGULAR PLAN-DIVIDEND PAYOUT,B ,10,INF846K01YM1, 
540251,AXISE1GPG,AXIS EMERGING OPPORTUNITIES FUND-SERIES 1(1400 DAYS) REGULAR PLAN-GROWTH,B ,10,INF846K01YL3, 
540252,VSL,Veeram Securities Ltd,M ,10,INE607V01010,Other Apparels & Accessories
540253,SNTCL,Shree Nidhi Trading Co. Ltd,X ,10,INE066E01015,Other Financial Services
540254,MTPL,Marg Techno Projects Ltd,XT,10,INE245H01018,Finance (including NBFCs)
540259,SHANGAR,Shangar Decor Ltd,X ,10,INE118R01016,Sp.Consumer Services
540266,GLCL,Globe Commercials Ltd,XT,10,INE804Q01013,Comm.Trading  & Distribution
540268,DHANVARSHA,Dhanvarsha Finvest Ltd,X ,10,INE615R01011,Other Financial Services
540269,SKL,Super Fine Knitters Ltd,M ,10,INE459U01018,Other Apparels & Accessories
540270,RAIDEEPIND,Raideep Industries Ltd,XT,10,INE923R01019,Comm.Trading  & Distribution
540293,PRICOLLTD,Pricol Ltd,B ,1,INE726V01018,Auto Parts & Equipment
540310,CFL,Classic Filaments Ltd,XT,10,INE181U01018,Textiles
540311,JITFINFRA,JITF Infralogistics Ltd,T ,2,INE863T01013,Transport Related Services
540318,SUERYAAKNI,Sueryaa Knitwear Ltd,XT,10,INE249U01013,Textiles
540332,TANVI,Tanvi Foods (India) Ltd,M ,10,INE978V01015,Comm.Trading  & Distribution
540333,AXISE2D1D,Axis Emerging Opportunities Fund-SR 2 (1400 D)-Direct Plan-Dividend Payout,B ,10,INF846K01YY6, 
540334,AXISE2DGG,Axis Emerging Opportunities Fund-SR 2 (1400 D)-Direct Plan-Growth,B ,10,INF846K01YX8, 
540335,AXISE2DPD,Axis Emerging Opportunities Fund-SR 2 (1400 D)-Regular Plan-Dividend Payout,B ,10,INF846K01ZA3, 
540336,AXISE2GPG,Axis Emerging Opportunities Fund-SR 2 (1400 D)-Regular Plan-Growth,B ,10,INF846K01YZ3, 
540358,RMC,RMC Switchgears Ltd,M ,10,INE655V01019,Other Elect.Equip./ Prod.
540359,PARMAX,Parmax Pharma Ltd,XT,10,INE240T01014,Pharmaceuticals
540360,LLFICL,Leading Leasing Finance And Investment Company Ltd,X ,10,INE715Q01011,Other Financial Services
540361,DANUBE,Danube Industries Ltd,XT,10,INE575D01033,Comm.Trading  & Distribution
540366,RADIOCITY,Music Broadcast Ltd,B ,2,INE919I01024,Broadcasting & Cable TV
540376,DMART,Avenue Supermarts Ltd,A ,10,INE192R01011,Department Stores
540377,IFL,IFL Enterprises Ltd,M ,10,INE714U01016,Comm.Trading  & Distribution
540378,BSLRIFS3RG,Aditya Birla Sun Life RESURGENT INDIA FUND – SERIES 3 REGULAR GROWTH,B ,10,INF209KB1DL1, 
540379,BSLRIFS3RD,Aditya Birla Sun Life RESURGENT INDIA FUND – SERIES 3 REGULAR DIVIDEND,B ,10,INF209KB1DM9, 
540381,BSLRIFS3DG,Aditya Birla Sun Life RESURGENT INDIA FUND – SERIES 3 DIRECT GROWTH,B ,10,INF209KB1DN7, 
540383,BSLRIFS3DD,Aditya Birla Sun Life RESURGENT INDIA FUND – SERIES 3 DIRECT DIVIDEND,B ,10,INF209KB1DO5, 
540385,KDLL,KD Leisures Ltd,XT,10,INE081R01016,Other Financial Services
540386,ONTIC,Ontic Finserve Ltd,X ,10,INE989S01034,Other Financial Services
540393,SMLT,Sarthak Metals Ltd,M ,10,INE017W01010,Iron & Steel Products
540395,CHEMCRUX,Chemcrux Enterprises Ltd,M ,10,INE298W01016,Specialty Chemicals
540396,MANOMAY,Manomay Tex India Ltd,M ,10,INE784W01015,Textiles
540401,MAXIMUS,Maximus International Ltd,B ,10,INE544W01013,Comm.Trading  & Distribution
540402,MANAS,Manas Properties Ltd,M ,10,INE800W01019,Realty
540403,CLEDUCATE,CL Educate Ltd,B ,10,INE201M01011,Education
540404,PRIMEFRESH,Prime Fresh Ltd,M ,10,INE442V01012,Other Agricultural Products
540405,OCEANIC,Oceanic Foods Ltd,T ,10,INE711V01010,Other Food Products
540416,OCTAWARE,Octaware Technologies Ltd,M ,10,INE208U01019,Internet Software & Services
540425,SHANKARA,Shankara Building Products Ltd,A ,10,INE274V01019,Iron & Steel Products
540455,ESCORP,Escorp Asset Management Ltd,M ,10,INE953W01016,Other Financial Services
540467,PARMSILK,Parmeshwari Silk Mills Ltd,X ,10,INE808R01012,Other Apparels & Accessories
540468,KMSMEDI,KMS Medisurgi Ltd,M ,10,INE870V01014,Healthcare Supplies
540469,IPRU2933,ICICI Prudential Value Fund Series 12 - Dividend Payout Option,B ,10,INF109KB1X75, 
540470,IPRU9135,ICICI Prudential Value Fund Series 12 - Direct Plan Dividend Payout Option,B ,10,INF109KB1X91, 
540481,CLFL,Classic Leasing & Finance Ltd,XT,10,INE949C01016,Other Financial Services
540492,STARLINE,Starline Precious Stone Ltd,M ,10,INE594W01026,Comm.Trading  & Distribution
540497,SCHAND,S Chand and Company Ltd,T ,5,INE807K01035,Publishing
540515,KANUNGO,Kanungo Financiers Ltd,X ,10,INE453S01015,Other Financial Services
540519,MEERA,Meera Industries Ltd,M ,10,INE343X01018,Industrial Machinery
540530,HUDCO,Housing and Urban Development Corporation Ltd,A ,10,INE031A01017,Housing Finance 
540538,IPRU2955,ICICI Prudential Value Fund- Series 13- Dividend Payout Option,B ,10,INF109KB11C2, 
540539,IPRU9157,ICICI Prudential Value Fund Series- 13- Direct Plan Dividend Payout Option,B ,10,INF109KB13C8, 
540544,PSPPROJECT,PSP Projects Ltd,B ,10,INE488V01015,Construction & Engineering
540545,BGJL,Bhakti Gems and Jewellery Ltd,B ,10,INE986W01016,Other Apparels & Accessories
540550,YUG,Yug Decor Ltd,M ,10,INE796W01019,Specialty Chemicals
540551,AXISAEDGG,Axis Equity Advantage Fund- Series 1 Direct Plan- Growth,B ,10,INF846K01ZJ4, 
540552,AXISAEGPG,Axis Equity Advantage Fund- Series 1 Regular Plan- Growth,B ,10,INF846K01ZK2, 
540570,VARIMAN,Variman Global Enterprises Ltd,X ,10,INE717F01010,Comm.Trading  & Distribution
540575,STARCEMENT,Star Cement Ltd,A ,1,INE460H01021,Cement & Cement Products
540586,IPRU2969,ICICI Prudential Value Fund Series 14 - Cumulative,B ,10,INF109KB16J6, 
540587,IPRU2970,ICICI Prudential Value Fund Series 14 - Dividend Payout,B ,10,INF109KB17J4, 
540588,IPRU9171,ICICI Prudential Value Fund Series 14 - Direct Plan Cumulative,B ,10,INF109KB18J2, 
540589,IPRU9172,ICICI Prudential Value Fund Series 14 - Direct Plan Dividend Payout,B ,10,INF109KB19J0, 
540590,RIDDHICORP,Riddhi Corporate Services Ltd,T ,10,INE325X01015,BPO/KPO
540591,HEOF1126DG,HDFC EOF- II- 1126D May 2017(1)  plan under HDFC Equity Opportunities Fund- Series 2- Direct,B ,10,INF179KB1T66, 
540592,HEOF1126DD,HDFC EOF - II - 1126D May 2017(1)  plan under HDFC Equity Opportunities Fund - Series 2 - Direct,B ,10,INF179KB1T74, 
540593,HEOF1126RG,HDFC EOF- II - 1126D May 2017(1) plan under HDFC Equity Opportunities Fund - Series2 - Regular,B ,10,INF179KB1T82, 
540594,HEOF1126RD,HDFC EOF - II - 1126D May 2017(1)  plan under HDFC Equity Opportunities Fund - Series 2 - Regular,B ,10,INF179KB1T90, 
540595,TEJASNET,Tejas Networks Ltd,B ,10,INE010J01012,Other Telecom Services
540596,ERIS,Eris Lifesciences Ltd,A ,1,INE406M01024,Pharmaceuticals
540597,CONTAINER,Containerway International Ltd,XT,10,INE319U01014,Transportation - Logistics
540602,GTPL,GTPL Hathway Ltd,B ,10,INE869I01013,Other Telecom Services
540611,AUBANK,AU Small Finance Bank Ltd,A ,10,INE949L01017,Banks
540612,ICICILOVOL,ICICI Prudential Nifty Low Vol 30 ETF,B ,10,INF109KB10T8, 
540613,GEL,Gautam Exim Ltd,M ,10,INE721X01015,Comm.Trading  & Distribution
540614,GGENG,G G Engineering Ltd,B ,10,INE694X01014,Heavy Electrical Equipment
540615,7NR,7NR Retail Ltd,B ,10,INE413X01019,Specialty Retail
540617,BSLRIFS4RG,Aditya Birla Sun Life RESURGENT INDIA FUND – SERIES 4 REGULAR GROWTH,B ,10,INF209KB1HR9, 
540618,BSLRIFS4RD,Aditya Birla Sun Life RESURGENT INDIA FUND – SERIES 4 REGULAR DIVIDEND,B ,10,INF209KB1HS7, 
540619,BSLRIFS4DG,Aditya Birla Sun Life RESURGENT INDIA FUND – SERIES 4 DIRECT GROWTH,B ,10,INF209KB1HT5, 
540620,BSLRIFS4DD,Aditya Birla Sun Life RESURGENT INDIA FUND – SERIES 4 DIRECT DIVIDEND,B ,10,INF209KB1HU3, 
540621,BHAGYAPROP,Bhagyanagar Properties Ltd,B ,2,INE363W01018,Realty
540626,IPRU2987,ICICI PRUDENTIAL VALUE FUND-SERIES 15-CUMULATIVE,B ,10,INF109KB16S7, 
540627,IPRU2988,ICICI PRUDENTIAL VALUE FUND-SERIES 15-DIVIDEND PAYOUT,B ,10,INF109KB17S5, 
540629,IPRU9189,ICICI PRUDENTIAL VALUE FUND-SERIES 15-DIRECT PLAN CUMULATIVE,B ,10,INF109KB18S3, 
540631,IPRU9190,ICICI PRUDENTIAL VALUE FUND-SERIES 15-DIRECT PLAN DIVIDEND PAYOUT,B ,10,INF109KB19S1, 
540634,HEOF1100DG,HDFC EQUITY OPPORTUNITIES FUND-II-1100D JUNE 2017(1) SERIES 2-DIRECT OPTION-GROWTH OPTION,B ,10,INF179KB1V13, 
540635,HEOF1100DD,HDFC EQUITY OPPORTUNITIES FUND-II-1100D JUNE 2017(1) SERIES 2-DIRECT OPTION-DIVIDEND PAYOUT OPTION,B ,10,INF179KB1V21, 
540636,HEOF1100RG,HDFC EQUITY OPPORTUNITIES FUND-II-1100D JUNE 2017(1) SERIES 2-REGULAR OPTION-GROWTH OPTION,B ,10,INF179KB1V39, 
540637,HEOF1100RD,HDFC EQUITY OPPORTUNITIES FUND-II-1100D JUNE 2017(1) SERIES 2-REGULAR OPTION-DIVIDEND PAYOUT OPTION,B ,10,INF179KB1V47, 
540642,SALASAR,Salasar Techno Engineering Ltd,T ,10,INE170V01019,Construction & Engineering
540647,GANGESSEC,Ganges Securities Ltd,B ,10,INE335W01016,Investment Companies
540648,PALASHSEC,Palash Securities Ltd,B ,10,INE471W01019,Investment Companies
540649,AVADHSUGAR,Avadh Sugar & Energy Ltd,B ,10,INE349W01017,Sugar
540650,MAGADHSUGAR,Magadh Sugar & Energy Ltd,B ,10,INE347W01011,Sugar
540651,JIGAR,Jigar Cables Ltd,M ,10,INE943X01015,Other Elect.Equip./ Prod.
540652,CTCL,Captain Technocast Ltd,M ,10,INE931X01010,Other Industrial Goods
540653,SINTEXPLAST,Sintex Plastics Technology Ltd,T ,1,INE501W01021,Comm.Trading  & Distribution
540654,GSTL,Globalspace Technologies Ltd,B ,10,INE632W01016,IT Consulting & Software
540669,UTINEXT50,UTI Nifty Next 50 ETF,B ,10,INF789FC1N82, 
540671,AXISAHDGG,Axis Equity Advantage Fund - Series 2 Direct Plan - Growth,B ,10,INF846K01A86, 
540672,AXISAHGPG,Axis Equity Advantage Fund - Series 2 Regular Plan - Growth,B ,10,INF846K01A94, 
540673,SIS,Security and Intelligence Services (India) Ltd,A ,5,INE285J01028,Sp.Consumer Services
540678,COCHINSHIP,Cochin Shipyard Ltd,A ,10,INE704P01017,Shipping
540679,SMSLIFE,SMS Lifesciences India Ltd,B ,10,INE320X01016,Pharmaceuticals
540680,KIOCL,KIOCL Ltd,B ,10,INE880L01014,Iron & Steel/Interm.Products
540681,CHOTHANI,Chothani Foods Ltd,M ,10,INE344X01016,Packaged Foods
540682,IPRU2991,ICICI Prudential Value Fund - Series 16 - Cumulative Option,B ,10,INF109KB15T7, 
540683,IPRU2992,ICICI Prudential Value Fund - Series 16 - Dividend Payout Option,B ,10,INF109KB16T5, 
540684,IPRU9193,ICICI Prudential Value Fund - Series 16 - Direct Plan Cumulative Option,B ,10,INF109KB17T3, 
540685,IPRU9194,ICICI Prudential Value Fund - Series 16 - Direct Plan Dividend Payout Option,B ,10,INF109KB18T1, 
540686,SMRUTHIORG,Smruthi Organics Ltd,X ,10,INE172E01011,Pharmaceuticals
540691,ABCAPITAL,Aditya Birla Capital Ltd,A ,10,INE674K01013,Holding Companies
540692,APEX,Apex Frozen Foods Ltd,B ,10,INE346W01013,Packaged Foods
540693,SHISHIND,Shish Industries Ltd,M ,10,INE145Y01015,Plastic Products
540694,ANG,ANG Lifesciences India Ltd,M ,10,INE236W01016,Healthcare Services
540695,DWL,Dhruv Wellness Ltd,M ,10,INE109Y01011,Comm.Trading  & Distribution
540696,KCDGROUP,KCD Industries India Ltd,XT,5,INE185U01027,Comm.Trading  & Distribution
540697,AMFL,A & M Febcon Ltd,B ,10,INE319X01018,Industrial Machinery
540699,DIXON,Dixon Technologies (India) Ltd,A ,10,INE935N01012,Consumer Electronics
540700,BRNL,Bharat Road Network Ltd,B ,10,INE727S01012,Roads & Highways
540701,DCAL*,Dishman Carbogen Amcis Ltd,A ,2,INE385W01011,Pharmaceuticals
540702,LASA,Lasa Supergenerics Ltd,B ,10,INE670X01014,Healthcare Services
540703,PROVESTSER,Provestment Services Ltd,X ,10,INE438C01010,Consulting Services
540704,MATRIMONY,Matrimony.com Ltd,B ,5,INE866R01028,Internet Software & Services
540709,RELHOME,Reliance Home Finance Ltd,T ,10,INE217K01011,Housing Finance 
540710,CAPACITE,Capacite Infraprojects Ltd,B ,10,INE264T01014,Construction & Engineering
540711,IPRU3003,ICICI PRUDENTIAL VALUE FUND SERIES 17 - CUMULATIVE OPTION,B ,10,INF109KB11W0, 
540712,IPRU3004,ICICI PRUDENTIAL VALUE FUND SERIES 17 - DIVIDEND OPTION,B ,10,INF109KB12W8, 
540713,IPRU9205,ICICI PRUDENTIAL VALUE FUND SERIES 17 - DIRECT PLAN CUMULATIVE OPTION,B ,10,INF109KB19V5, 
540714,IPRU9206,ICICI PRUDENTIAL VALUE FUND SERIES 17 - DIRECT PLAN DIVIDEND OPTION,B ,10,INF109KB10W2, 
540715,SAGAR,Sagar Diamonds Ltd,M ,10,INE146Y01013,Other Apparels & Accessories
540716,ICICIGI,ICICI Lombard General Insurance Company Ltd,A ,10,INE765G01017,General Insurance
540717,PQIF,Polo Queen Industrial and Fintech Ltd,X ,10,INE689M01017,Comm.Trading  & Distribution
540718,AKM,AKM Lace and Embrotex Ltd,M ,10,INE777X01017,Textiles
540719,SBILIFE,SBI Life Insurance Company Ltd,A ,10,INE123W01016,Life Insurance
540724,DIAMONDYD,Prataap Snacks Ltd,B ,5,INE393P01035,Packaged Foods
540725,SISL,Share India Securities Ltd,B ,10,INE932X01018,Other Financial Services
540726,TTFL,Trident Texofab Ltd,M ,10,INE071Y01013,Comm.Trading  & Distribution
540727,POOJA,Poojawestern Metaliks Ltd,M ,10,INE973X01012,Other Industrial Products
